sequence,survived,category
Entree -> Zombie -> Or -> Couloir -> Gemmes -> Couloir -> Gaz_Toxique -> Grande_Potion -> Demon -> Orc -> Escalier -> Salle_Vide -> Grande_Potion -> Dragon -> Dragon -> Fontaine_Sacree -> Escalier -> Minotaure -> Escalier -> Salle_Vide -> Orc -> Minotaure -> Escalier -> Repas -> Coffre -> Inscription -> Couloir -> Liche -> Or -> Couloir -> Gobelin -> Escalier -> Coffre -> Escalier -> Coffre -> Gemmes -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Amulette_Protection -> Or -> Liche -> Inscription -> Gemmes -> Couloir -> Escalier -> Rat -> Gobelin -> Couloir -> Coffre -> Gobelin -> Salle_Vide -> Demon -> Fosse -> Escalier -> Gaz_Toxique -> Gemmes -> Escalier -> Gemmes -> Gaz_Toxique -> Repas -> Zombie -> Rat -> Salle_Vide -> Gemmes -> Orc -> Couloir -> Potion -> Zombie -> Hydre -> Couloir -> Demon -> Orc -> Salle_Vide -> Coffre -> Piege_a_Pics -> Fosse -> Inscription -> Fontaine_Sacree -> Salle_Vide -> Rat -> Inscription -> Demon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Salle_Vide -> Gobelin -> Rat -> Salle_Vide -> Escalier -> Salle_Vide -> Or -> Fontaine_Sacree -> Rat -> Demon -> Coffre -> Salle_Vide -> Couloir -> Hydre -> Couloir -> Rat -> Gemmes -> Gobelin -> Grande_Potion -> Inscription -> Escalier -> Hydre -> Couloir -> Troll -> Gobelin -> Orc -> Inscription -> Inscription -> Minotaure -> Potion -> Dragon -> Sortie,0,synthetic
Entree -> Salle_Vide -> Or -> Coffre -> Liche -> Gemmes -> Inscription -> Escalier -> Grande_Potion -> Dragon -> Escalier -> Troll -> Zombie -> Gaz_Toxique -> Or -> Rat -> Zombie -> Salle_Vide -> Zombie -> Liche -> Escalier -> Couloir -> Liche -> Zombie -> Orc -> Liche -> Liche -> Sortie,0,synthetic
Entree -> Gobelin -> Coffre -> Fosse -> Salle_Vide -> Gemmes -> Repas -> Demon -> Salle_Vide -> Grande_Potion -> Fosse -> Or -> Rat -> Salle_Vide -> Piege_a_Pics -> Rat -> Sortie,0,synthetic
Entree -> Zombie -> Coffre -> Gemmes -> Hydre -> Orc -> Or -> Couloir -> Zombie -> Couloir -> Piege_a_Pics -> Couloir -> Escalier -> Hydre -> Salle_Vide -> Escalier -> Piege_a_Pics -> Or -> Gobelin -> Coffre -> Gaz_Toxique -> Coffre -> Coffre -> Gaz_Toxique -> Salle_Vide -> Fosse -> Or -> Rat -> Couloir -> Rat -> Inscription -> Hydre -> Demon -> Minotaure -> Potion -> Rat -> Demon -> Or -> Demon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Epee_Legendaire -> Escalier -> Escalier -> Minotaure -> Inscription -> Orc -> Demon -> Salle_Vide -> Piege_a_Pics -> Hydre -> Coffre -> Sortie,0,synthetic
Entree -> Gemmes -> Inscription -> Orc -> Liche -> Gobelin -> Or -> Gobelin -> Orc -> Rat -> Coffre -> Troll -> Repas -> Demon -> Sortie,0,synthetic
Entree -> Zombie -> Repas -> Fosse -> Inscription -> Hydre -> Coffre -> Gobelin -> Or -> Couloir -> Grande_Potion -> Repas -> Or -> Gemmes -> Couloir -> Or -> Rat -> Escalier -> Gobelin -> Rat -> Demon -> Orc -> Couloir -> Escalier -> Repas -> Or -> Orc -> Couloir -> Fosse -> Salle_Vide -> Troll -> Escalier -> Gemmes -> Inscription -> Gobelin -> Escalier -> Couloir -> Or -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Gemmes -> Piege_a_Pics -> Or -> Fontaine_Sacree -> Liche -> Potion -> Potion -> Gaz_Toxique -> Potion -> Coffre -> Rat -> Inscription -> Salle_Vide -> Gobelin -> Escalier -> Potion -> Dragon -> Fosse -> Inscription -> Escalier -> Grande_Potion -> Inscription -> Coffre -> Orc -> Grande_Potion -> Coffre -> Repas -> Gobelin -> Demon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Epee_Legendaire -> Inscription -> Troll -> Repas -> Grande_Potion -> Dragon -> Orc -> Escalier -> Or -> Grande_Potion -> Or -> Potion -> Coffre -> Inscription -> Inscription -> Troll -> Gobelin -> Salle_Vide -> Coffre -> Coffre -> Fosse -> Orc -> Dragon -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Coffre -> Orc -> Coffre -> Repas -> Inscription -> Or -> Potion -> Minotaure -> Repas -> Escalier -> Repas -> Salle_Vide -> Repas -> Or -> Gemmes -> Inscription -> Inscription -> Inscription -> Gobelin -> Gaz_Toxique -> Escalier -> Salle_Vide -> Inscription -> Salle_Vide -> Zombie -> Zombie -> Rat -> Gobelin -> Coffre -> Fontaine_Sacree -> Escalier -> Troll -> Salle_Vide -> Gemmes -> Or -> Inscription -> Rat -> Gobelin -> Grande_Potion -> Coffre -> Escalier -> Escalier -> Salle_Vide -> Salle_Vide -> Zombie -> Salle_Vide -> Grande_Potion -> Inscription -> Sortie,1,synthetic
Entree -> Orc -> Orc -> Fosse -> Gemmes -> Coffre -> Gemmes -> Rat -> Rat -> Gemmes -> Rat -> Gobelin -> Couloir -> Couloir -> Gemmes -> Couloir -> Rat -> Couloir -> Troll -> Escalier -> Zombie -> Or -> Salle_Vide -> Demon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Couloir -> Couloir -> Gobelin -> Fontaine_Sacree -> Gemmes -> Gemmes -> Or -> Couloir -> Fosse -> Inscription -> Minotaure -> Zombie -> Hydre -> Grande_Potion -> Escalier -> Dragon -> Grande_Potion -> Potion -> Orc -> Minotaure -> Orc -> Zombie -> Piege_a_Pics -> Couloir -> Minotaure -> Zombie -> Rat -> Gemmes -> Gaz_Toxique -> Coffre -> Zombie -> Escalier -> Potion -> Repas -> Minotaure -> Zombie -> Couloir -> Minotaure -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Escalier -> Inscription -> Coffre -> Orc -> Piege_a_Pics -> Liche -> Couloir -> Couloir -> Grande_Potion -> Coffre -> Or -> Fontaine_Sacree -> Coffre -> Piege_a_Pics -> Gaz_Toxique -> Inscription -> Gemmes -> Escalier -> Rat -> Gobelin -> Fosse -> Gemmes -> Orc -> Piege_a_Pics -> Grande_Potion -> Inscription -> Zombie -> Inscription -> Rat -> Escalier -> Coffre -> Salle_Vide -> Gobelin -> Couloir -> Orc -> Liche -> Or -> Rat -> Couloir -> Salle_Vide -> Inscription -> Coffre -> Salle_Vide -> Couloir -> Gemmes -> Gaz_Toxique -> Grande_Potion -> Gemmes -> Gaz_Toxique -> Escalier -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Repas -> Gobelin -> Potion -> Orc -> Escalier -> Hydre -> Gobelin -> Rat -> Gobelin -> Dragon -> Repas -> Gobelin -> Gemmes -> Escalier -> Rat -> Coffre -> Coffre -> Gaz_Toxique -> Minotaure -> Orc -> Rat -> Gemmes -> Orc -> Repas -> Fosse -> Salle_Vide -> Dragon -> Coffre -> Or -> Coffre -> Orc -> Repas -> Salle_Vide -> Repas -> Escalier -> Zombie -> Repas -> Piege_a_Pics -> Fosse -> Liche -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Coffre -> Couloir -> Rat -> Couloir -> Gemmes -> Couloir -> Orc -> Repas -> Gobelin -> Gobelin -> Salle_Vide -> Dragon -> Rat -> Potion -> Hydre -> Fontaine_Sacree -> Or -> Salle_Vide -> Gobelin -> Coffre -> Zombie -> Coffre -> Couloir -> Escalier -> Escalier -> Troll -> Orc -> Inscription -> Dragon -> Sortie,0,synthetic
Entree -> Zombie -> Fosse -> Rat -> Escalier -> Gaz_Toxique -> Rat -> Escalier -> Escalier -> Gobelin -> Orc -> Couloir -> Couloir -> Fosse -> Couloir -> Demon -> Salle_Vide -> Inscription -> Minotaure -> Hydre -> Rat -> Fosse -> Gaz_Toxique -> Zombie -> Coffre -> Piege_a_Pics -> Grande_Potion -> Fosse -> Or -> Orc -> Gobelin -> Troll -> Gemmes -> Inscription -> Escalier -> Orc -> Inscription -> Coffre -> Inscription -> Dragon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Amulette_Protection -> Gobelin -> Or -> Demon -> Gemmes -> Repas -> Couloir -> Or -> Escalier -> Zombie -> Or -> Fosse -> Fosse -> Grande_Potion -> Or -> Couloir -> Repas -> Or -> Zombie -> Or -> Orc -> Zombie -> Liche -> Fosse -> Coffre -> Inscription -> Salle_Vide -> Escalier -> Gaz_Toxique -> Potion -> Coffre -> Troll -> Troll -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Grande_Potion -> Rat -> Gobelin -> Rat -> Minotaure -> Inscription -> Potion -> Gaz_Toxique -> Coffre -> Gemmes -> Salle_Vide -> Salle_Vide -> Orc -> Rat -> Salle_Vide -> Gemmes -> Troll -> Gemmes -> Zombie -> Inscription -> Minotaure -> Escalier -> Salle_Vide -> Fosse -> Coffre -> Gaz_Toxique -> Grande_Potion -> Salle_Vide -> Orc -> Dragon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Orc -> Gobelin -> Coffre -> Orc -> Troll -> Fontaine_Sacree -> Salle_Vide -> Inscription -> Inscription -> Grande_Potion -> Couloir -> Potion -> Potion -> Couloir -> Gemmes -> Grande_Potion -> Troll -> Minotaure -> Escalier -> Gemmes -> Minotaure -> Potion -> Coffre -> Escalier -> Fontaine_Sacree -> Gemmes -> Grande_Potion -> Or -> Orc -> Orc -> Repas -> Gemmes -> Or -> Escalier -> Zombie -> Or -> Potion -> Couloir -> Dragon -> Sortie,0,synthetic
Entree -> Gemmes -> Couloir -> Coffre -> Coffre -> Liche -> Hydre -> Couloir -> Gemmes -> Troll -> Salle_Vide -> Couloir -> Gobelin -> Or -> Repas -> Coffre -> Escalier -> Gobelin -> Escalier -> Grande_Potion -> Salle_Vide -> Gobelin -> Orc -> Piege_a_Pics -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Salle_Vide -> Liche -> Escalier -> Escalier -> Repas -> Orc -> Gaz_Toxique -> Rat -> Or -> Orc -> Salle_Vide -> Potion -> Rat -> Coffre -> Gaz_Toxique -> Gemmes -> Or -> Gobelin -> Repas -> Zombie -> Salle_Vide -> Demon -> Gobelin -> Salle_Vide -> Rat -> Gaz_Toxique -> Fosse -> Gemmes -> Gaz_Toxique -> Sortie,0,synthetic
Entree -> Couloir -> Demon -> Couloir -> Orc -> Or -> Rat -> Grande_Potion -> Gemmes -> Gaz_Toxique -> Demon -> Grande_Potion -> Or -> Fosse -> Orc -> Fontaine_Sacree -> Potion -> Potion -> Troll -> Piege_a_Pics -> Gobelin -> Coffre -> Coffre -> Couloir -> Demon -> Sortie,0,synthetic
Entree -> Escalier -> Escalier -> Rat -> Gemmes -> Piege_a_Pics -> Salle_Vide -> Rat -> Orc -> Hydre -> Troll -> Couloir -> Gemmes -> Fontaine_Sacree -> Salle_Vide -> Grande_Potion -> Or -> Or -> Potion -> Piege_a_Pics -> Inscription -> Orc -> Coffre -> Couloir -> Inscription -> Escalier -> Or -> Salle_Vide -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Gemmes -> Salle_Vide -> Salle_Vide -> Piege_a_Pics -> Gaz_Toxique -> Gaz_Toxique -> Piege_a_Pics -> Coffre -> Or -> Gobelin -> Fosse -> Minotaure -> Salle_Vide -> Escalier -> Gobelin -> Gemmes -> Potion -> Minotaure -> Zombie -> Piege_a_Pics -> Orc -> Or -> Gemmes -> Or -> Hydre -> Gemmes -> Zombie -> Troll -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Escalier -> Rat -> Salle_Vide -> Gobelin -> Coffre -> Coffre -> Demon -> Salle_Vide -> Orc -> Gobelin -> Inscription -> Piege_a_Pics -> Troll -> Coffre -> Gemmes -> Orc -> Liche -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Gobelin -> Fontaine_Sacree -> Zombie -> Gaz_Toxique -> Liche -> Salle_Vide -> Inscription -> Gemmes -> Gemmes -> Coffre -> Piege_a_Pics -> Salle_Vide -> Gobelin -> Fontaine_Sacree -> Grande_Potion -> Zombie -> Escalier -> Salle_Vide -> Couloir -> Zombie -> Coffre -> Grande_Potion -> Dragon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Amulette_Protection -> Couloir -> Or -> Escalier -> Zombie -> Orc -> Or -> Zombie -> Rat -> Gemmes -> Escalier -> Zombie -> Piege_a_Pics -> Couloir -> Zombie -> Grande_Potion -> Escalier -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Rat -> Orc -> Salle_Vide -> Escalier -> Escalier -> Gobelin -> Grande_Potion -> Fosse -> Escalier -> Or -> Coffre -> Orc -> Gaz_Toxique -> Inscription -> Coffre -> Couloir -> Couloir -> Salle_Vide -> Escalier -> Coffre -> Zombie -> Coffre -> Orc -> Inscription -> Escalier -> Inscription -> Or -> Zombie -> Or -> Potion -> Fosse -> Escalier -> Salle_Vide -> Gobelin -> Fontaine_Sacree -> Couloir -> Inscription -> Fosse -> Gemmes -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Couloir -> Gemmes -> Gaz_Toxique -> Or -> Escalier -> Piege_a_Pics -> Fosse -> Couloir -> Gemmes -> Hydre -> Grande_Potion -> Potion -> Orc -> Inscription -> Salle_Vide -> Gemmes -> Zombie -> Dragon -> Rat -> Troll -> Salle_Vide -> Gobelin -> Salle_Vide -> Rat -> Zombie -> Coffre -> Potion -> Demon -> Escalier -> Or -> Escalier -> Coffre -> Salle_Vide -> Inscription -> Salle_Vide -> Or -> Orc -> Inscription -> Salle_Vide -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Troll -> Inscription -> Grande_Potion -> Coffre -> Or -> Escalier -> Salle_Vide -> Escalier -> Dragon -> Couloir -> Gemmes -> Gemmes -> Piege_a_Pics -> Fosse -> Potion -> Or -> Or -> Inscription -> Escalier -> Zombie -> Inscription -> Inscription -> Salle_Vide -> Coffre -> Piege_a_Pics -> Or -> Potion -> Gobelin -> Gobelin -> Salle_Vide -> Gemmes -> Salle_Vide -> Demon -> Salle_Vide -> Troll -> Gobelin -> Fosse -> Couloir -> Gobelin -> Troll -> Rat -> Salle_Vide -> Inscription -> Or -> Demon -> Escalier -> Inscription -> Sortie,0,synthetic
Amulette_Protection -> Gobelin -> Inscription -> Escalier -> Rat -> Potion -> Repas -> Fontaine_Sacree -> Potion -> Coffre -> Or -> Escalier -> Escalier -> Rat -> Inscription -> Couloir -> Repas -> Gobelin -> Repas -> Minotaure -> Or -> Rat -> Coffre -> Dragon -> Escalier -> Potion -> Fosse -> Repas -> Gemmes -> Couloir -> Inscription -> Couloir -> Escalier,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Repas -> Couloir -> Or -> Coffre -> Escalier -> Inscription -> Grande_Potion -> Fosse -> Gemmes -> Zombie -> Coffre -> Troll -> Salle_Vide -> Orc -> Gemmes -> Rat -> Gobelin -> Gobelin -> Couloir -> Salle_Vide -> Troll -> Piege_a_Pics -> Coffre -> Salle_Vide -> Zombie -> Minotaure -> Gaz_Toxique -> Liche -> Sortie,0,synthetic
Entree -> Inscription -> Orc -> Potion -> Coffre -> Minotaure -> Couloir -> Couloir -> Gemmes -> Piege_a_Pics -> Coffre -> Gaz_Toxique -> Repas -> Gobelin -> Gaz_Toxique -> Piege_a_Pics -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Rat -> Gobelin -> Orc -> Hydre -> Zombie -> Repas -> Or -> Liche -> Potion -> Escalier -> Or -> Potion -> Gemmes -> Couloir -> Orc -> Or -> Fontaine_Sacree -> Liche -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Inscription -> Troll -> Escalier -> Inscription -> Zombie -> Zombie -> Potion -> Coffre -> Gemmes -> Fosse -> Orc -> Escalier -> Salle_Vide -> Gemmes -> Minotaure -> Gobelin -> Inscription -> Escalier -> Or -> Salle_Vide -> Zombie -> Escalier -> Inscription -> Gemmes -> Escalier -> Escalier -> Gobelin -> Couloir -> Coffre -> Minotaure -> Couloir -> Couloir -> Gemmes -> Coffre -> Piege_a_Pics -> Inscription -> Inscription -> Inscription -> Hydre -> Salle_Vide -> Sortie,0,synthetic
Entree -> Rat -> Piege_a_Pics -> Hydre -> Orc -> Or -> Or -> Escalier -> Couloir -> Salle_Vide -> Couloir -> Rat -> Orc -> Hydre -> Troll -> Troll -> Grande_Potion -> Coffre -> Couloir -> Zombie -> Gobelin -> Coffre -> Couloir -> Couloir -> Couloir -> Salle_Vide -> Gemmes -> Dragon -> Inscription -> Inscription -> Or -> Coffre -> Escalier -> Coffre -> Salle_Vide -> Fosse -> Gemmes -> Zombie -> Rat -> Gobelin -> Fontaine_Sacree -> Hydre -> Gobelin -> Piege_a_Pics -> Rat -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Gobelin -> Coffre -> Or -> Inscription -> Rat -> Repas -> Salle_Vide -> Potion -> Piege_a_Pics -> Escalier -> Zombie -> Inscription -> Escalier -> Gemmes -> Hydre -> Piege_a_Pics -> Sortie,0,synthetic
Entree -> Fosse -> Troll -> Couloir -> Salle_Vide -> Gemmes -> Gemmes -> Minotaure -> Gemmes -> Potion -> Gobelin -> Coffre -> Gemmes -> Escalier -> Gobelin -> Coffre -> Coffre -> Gobelin -> Gemmes -> Couloir -> Piege_a_Pics -> Salle_Vide -> Grande_Potion -> Salle_Vide -> Zombie -> Piege_a_Pics -> Or -> Couloir -> Piege_a_Pics -> Gaz_Toxique -> Gemmes -> Liche -> Gobelin -> Piege_a_Pics -> Zombie -> Coffre -> Couloir -> Dragon -> Fosse -> Salle_Vide -> Couloir -> Or -> Demon -> Coffre -> Demon -> Liche -> Sortie,0,synthetic
Epee_Legendaire -> Couloir -> Coffre -> Gemmes -> Fosse -> Couloir -> Gobelin -> Rat -> Or -> Gaz_Toxique -> Inscription -> Salle_Vide -> Salle_Vide -> Gaz_Toxique -> Orc -> Rat -> Orc -> Inscription -> Fontaine_Sacree -> Escalier -> Inscription -> Piege_a_Pics -> Coffre -> Coffre -> Orc -> Couloir -> Minotaure -> Salle_Vide -> Escalier -> Zombie -> Couloir -> Salle_Vide -> Fontaine_Sacree -> Escalier -> Salle_Vide -> Rat -> Rat -> Potion -> Repas -> Zombie -> Inscription,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Gobelin -> Zombie -> Potion -> Coffre -> Inscription -> Minotaure -> Coffre -> Or -> Rat -> Couloir -> Coffre -> Or -> Gemmes -> Gaz_Toxique -> Coffre -> Escalier -> Salle_Vide -> Inscription -> Coffre -> Fontaine_Sacree -> Couloir -> Piege_a_Pics -> Gaz_Toxique -> Escalier -> Salle_Vide -> Inscription -> Or -> Zombie -> Gemmes -> Or -> Coffre -> Dragon -> Grande_Potion -> Potion -> Or -> Gobelin -> Repas -> Coffre -> Or -> Inscription -> Couloir -> Gobelin -> Potion -> Inscription -> Rat -> Coffre -> Inscription -> Dragon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Escalier -> Couloir -> Grande_Potion -> Inscription -> Repas -> Zombie -> Zombie -> Coffre -> Rat -> Salle_Vide -> Coffre -> Or -> Couloir -> Salle_Vide -> Fontaine_Sacree -> Or -> Minotaure -> Or -> Zombie -> Gemmes -> Orc -> Or -> Escalier -> Repas -> Hydre -> Gobelin -> Salle_Vide -> Couloir -> Repas -> Gaz_Toxique -> Grande_Potion -> Or -> Rat -> Liche -> Sortie,0,synthetic
Entree -> Escalier -> Demon -> Or -> Liche -> Gaz_Toxique -> Coffre -> Inscription -> Troll -> Salle_Vide -> Liche -> Rat -> Couloir -> Escalier -> Potion -> Coffre -> Coffre -> Fosse -> Coffre -> Couloir -> Potion -> Couloir -> Zombie -> Fontaine_Sacree -> Coffre -> Couloir -> Salle_Vide -> Rat -> Coffre -> Potion -> Rat -> Rat -> Rat -> Zombie -> Inscription -> Piege_a_Pics -> Escalier -> Liche -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Fosse -> Minotaure -> Zombie -> Grande_Potion -> Zombie -> Piege_a_Pics -> Rat -> Couloir -> Coffre -> Gobelin -> Liche -> Coffre -> Gaz_Toxique -> Escalier -> Zombie -> Gemmes -> Rat -> Escalier -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Couloir -> Salle_Vide -> Salle_Vide -> Zombie -> Minotaure -> Zombie -> Rat -> Orc -> Piege_a_Pics -> Zombie -> Couloir -> Fosse -> Piege_a_Pics -> Grande_Potion -> Fontaine_Sacree -> Couloir -> Gemmes -> Rat -> Gobelin -> Gobelin -> Inscription -> Orc -> Orc -> Gobelin -> Coffre -> Grande_Potion -> Salle_Vide -> Couloir -> Fosse -> Fosse -> Couloir -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Coffre -> Dragon -> Couloir -> Zombie -> Gobelin -> Gemmes -> Gemmes -> Minotaure -> Orc -> Troll -> Repas -> Gemmes -> Escalier -> Salle_Vide -> Coffre -> Escalier -> Or -> Inscription -> Rat -> Coffre -> Potion -> Dragon -> Gobelin -> Or -> Liche -> Sortie,0,synthetic
Entree -> Repas -> Escalier -> Salle_Vide -> Or -> Zombie -> Gaz_Toxique -> Zombie -> Grande_Potion -> Zombie -> Orc -> Inscription -> Zombie -> Salle_Vide -> Rat -> Coffre -> Inscription -> Sortie,0,synthetic
Entree -> Grande_Potion -> Fontaine_Sacree -> Piege_a_Pics -> Coffre -> Gemmes -> Piege_a_Pics -> Gemmes -> Inscription -> Liche -> Inscription -> Minotaure -> Potion -> Zombie -> Repas -> Orc -> Inscription -> Salle_Vide -> Coffre -> Zombie -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Coffre -> Coffre -> Fontaine_Sacree -> Rat -> Dragon -> Demon -> Piege_a_Pics -> Rat -> Inscription -> Coffre -> Hydre -> Escalier -> Salle_Vide -> Fosse -> Gemmes -> Escalier -> Liche -> Sortie,0,synthetic
Entree -> Gaz_Toxique -> Couloir -> Potion -> Piege_a_Pics -> Escalier -> Dragon -> Fontaine_Sacree -> Or -> Rat -> Escalier -> Inscription -> Demon -> Sortie,0,synthetic
Entree -> Salle_Vide -> Liche -> Gobelin -> Couloir -> Hydre -> Rat -> Repas -> Orc -> Salle_Vide -> Gemmes -> Fosse -> Gaz_Toxique -> Inscription -> Fosse -> Fontaine_Sacree -> Rat -> Liche -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Couloir -> Piege_a_Pics -> Gobelin -> Or -> Gobelin -> Couloir -> Couloir -> Gobelin -> Dragon -> Salle_Vide -> Fontaine_Sacree -> Salle_Vide -> Grande_Potion -> Dragon -> Potion -> Liche -> Dragon -> Coffre -> Escalier -> Gobelin -> Fontaine_Sacree -> Demon -> Piege_a_Pics -> Demon -> Sortie,0,synthetic
Entree -> Piege_a_Pics -> Couloir -> Zombie -> Troll -> Hydre -> Escalier -> Escalier -> Potion -> Coffre -> Or -> Rat -> Salle_Vide -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Gemmes -> Gaz_Toxique -> Demon -> Liche -> Escalier -> Zombie -> Inscription -> Coffre -> Fosse -> Demon -> Demon -> Salle_Vide -> Coffre -> Fontaine_Sacree -> Coffre -> Hydre -> Fosse -> Inscription -> Escalier -> Salle_Vide -> Gaz_Toxique -> Couloir -> Coffre -> Coffre -> Dragon -> Zombie -> Inscription -> Or -> Fosse -> Repas -> Coffre -> Couloir -> Dragon -> Orc -> Coffre -> Salle_Vide -> Couloir -> Gaz_Toxique -> Or -> Liche -> Sortie,0,synthetic
